Accident_ID,Date,Time,State,City,Latitude,Longitude,Weather_Condition,Vehicle_Type,Severity,Fatalities,Injuries,Day_of_Week,Month,Source
MORTH23-11439,2023-01-31,05:04,Rajasthan,Jaipur,26.93974,75.77251,Clear,Two-Wheeler,Medium,0,0,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-11440,2023-06-11,15:45,Tamil Nadu,Madurai,9.90759,78.12849,Clear,Others,Low,0,2,Sunday,June,MoRTH_Standardized_v2.1
MORTH23-11441,2023-08-04,15:03,Rajasthan,Jaipur,26.91492,75.76898,Clear,Two-Wheeler,Medium,0,2,Friday,August,MoRTH_Standardized_v2.1
MORTH23-11442,2023-04-24,18:51,Delhi/NCR,Kolkata,22.57965,88.40574,Rainy,Truck/Lorry,Critical,1,5,Monday,April,MoRTH_Standardized_v2.1
MORTH23-11443,2023-01-08,08:01,Andhra Pradesh,Vijayawada,16.47715,80.65712,Clear,Others,Low,0,1,Sunday,January,MoRTH_Standardized_v2.1
MORTH23-11444,2023-07-15,15:23,Tamil Nadu,Madurai,9.96123,78.15428,Clear,Car/Jeep/Van,Medium,0,1,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-11445,2023-04-10,16:55,Kerala,Thiruvananthapuram,8.60968,76.94104,Rainy,Car/Jeep/Van,High,0,4,Monday,April,MoRTH_Standardized_v2.1
MORTH23-11446,2023-02-21,19:59,Delhi/NCR,Guwahati,26.19497,91.73899,Clear,Bus,Medium,0,0,Tuesday,February,MoRTH_Standardized_v2.1
MORTH23-11447,2023-04-22,06:34,Gujarat,Ahmedabad,23.06431,72.54522,Clear,Two-Wheeler,Medium,0,2,Saturday,April,MoRTH_Standardized_v2.1
MORTH23-11448,2023-03-14,14:54,Telangana,Hyderabad,17.41334,78.53291,Cloudy,Car/Jeep/Van,Low,0,0,Tuesday,March,MoRTH_Standardized_v2.1
MORTH23-11449,2023-02-07,00:33,Karnataka,Bangalore,12.98821,77.52389,Clear,Two-Wheeler,High,0,2,Tuesday,February,MoRTH_Standardized_v2.1
MORTH23-11450,2023-02-24,18:38,Tamil Nadu,Coimbatore,11.01301,76.98169,Clear,Two-Wheeler,Medium,0,2,Friday,February,MoRTH_Standardized_v2.1
MORTH23-11451,2023-02-13,14:06,Maharashtra,Mumbai,19.09947,72.91304,Rainy,Car/Jeep/Van,Medium,0,1,Monday,February,MoRTH_Standardized_v2.1
MORTH23-11452,2023-01-25,19:23,Delhi/NCR,Guwahati,26.14597,91.74226,Clear,Car/Jeep/Van,Low,0,1,Wednesday,January,MoRTH_Standardized_v2.1
MORTH23-11453,2023-12-10,06:33,Uttar Pradesh,Kanpur,26.43497,80.305,Clear,Auto-Rickshaw,Low,0,0,Sunday,December,MoRTH_Standardized_v2.1
MORTH23-11454,2023-10-31,09:52,Maharashtra,Nagpur,21.05504,79.09935,Clear,Two-Wheeler,Medium,0,1,Tuesday,October,MoRTH_Standardized_v2.1
MORTH23-11455,2023-01-13,15:04,Karnataka,Hubli,15.3957,75.13607,Cloudy,Car/Jeep/Van,Low,0,1,Friday,January,MoRTH_Standardized_v2.1
MORTH23-11456,2023-06-11,09:02,Gujarat,Surat,21.1656,72.83052,Rainy,Two-Wheeler,Critical,2,3,Sunday,June,MoRTH_Standardized_v2.1
MORTH23-11457,2023-02-15,20:49,Maharashtra,Nagpur,21.14116,79.11221,Cloudy,Bus,Low,0,0,Wednesday,February,MoRTH_Standardized_v2.1
MORTH23-11458,2023-02-23,19:52,Tamil Nadu,Coimbatore,11.07315,76.92987,Clear,Bus,Low,0,0,Thursday,February,MoRTH_Standardized_v2.1
MORTH23-11459,2023-10-10,12:15,Andhra Pradesh,Visakhapatnam,17.70328,83.19555,Clear,Truck/Lorry,Medium,0,0,Tuesday,October,MoRTH_Standardized_v2.1
MORTH23-11460,2023-03-05,16:29,Maharashtra,Mumbai,19.10598,72.93431,Clear,Two-Wheeler,High,0,1,Sunday,March,MoRTH_Standardized_v2.1
MORTH23-11461,2023-07-06,07:38,Delhi/NCR,Guwahati,26.18564,91.72487,Clear,Two-Wheeler,High,1,3,Thursday,July,MoRTH_Standardized_v2.1
MORTH23-11462,2023-06-30,14:38,Delhi/NCR,Kolkata,22.50141,88.40084,Clear,Two-Wheeler,High,0,4,Friday,June,MoRTH_Standardized_v2.1
MORTH23-11463,2023-04-29,15:41,Delhi/NCR,Delhi,28.61049,77.20559,Clear,Truck/Lorry,High,0,4,Saturday,April,MoRTH_Standardized_v2.1
MORTH23-11464,2023-03-24,19:14,Kerala,Kozhikode,11.262,75.85204,Rainy,Two-Wheeler,Critical,2,2,Friday,March,MoRTH_Standardized_v2.1
MORTH23-11465,2023-09-07,07:02,Telangana,Hyderabad,17.41685,78.44035,Cloudy,Two-Wheeler,Medium,0,2,Thursday,September,MoRTH_Standardized_v2.1
MORTH23-11466,2023-08-21,00:09,Karnataka,Mysore,12.28574,76.65424,Clear,Truck/Lorry,Critical,1,4,Monday,August,MoRTH_Standardized_v2.1
MORTH23-11467,2023-07-03,17:39,Kerala,Kozhikode,11.27053,75.79262,Clear,Two-Wheeler,High,1,1,Monday,July,MoRTH_Standardized_v2.1
MORTH23-11468,2023-03-18,06:15,Uttar Pradesh,Kanpur,26.45831,80.28678,Clear,Two-Wheeler,Medium,0,2,Saturday,March,MoRTH_Standardized_v2.1
MORTH23-11469,2023-01-27,19:20,Madhya Pradesh,Gwalior,26.2559,78.20627,Rainy,Car/Jeep/Van,Medium,0,1,Friday,January,MoRTH_Standardized_v2.1
MORTH23-11470,2023-08-08,18:06,Maharashtra,Mumbai,19.12208,72.88345,Clear,Others,Medium,0,2,Tuesday,August,MoRTH_Standardized_v2.1
MORTH23-11471,2023-08-15,14:56,Madhya Pradesh,Indore,22.72728,75.88077,Clear,Two-Wheeler,Medium,0,0,Tuesday,August,MoRTH_Standardized_v2.1
MORTH23-11472,2023-06-20,09:44,Tamil Nadu,Coimbatore,11.01879,76.98927,Clear,Truck/Lorry,Low,0,1,Tuesday,June,MoRTH_Standardized_v2.1
MORTH23-11473,2023-05-22,23:39,Delhi/NCR,Delhi,28.59302,77.21071,Clear,Two-Wheeler,Critical,3,5,Monday,May,MoRTH_Standardized_v2.1
MORTH23-11474,2023-02-03,22:20,Delhi/NCR,Guwahati,26.11538,91.74726,Cloudy,Truck/Lorry,Critical,2,6,Friday,February,MoRTH_Standardized_v2.1
MORTH23-11475,2023-09-04,16:07,Uttar Pradesh,Agra,27.20573,78.01378,Clear,Auto-Rickshaw,Medium,0,2,Monday,September,MoRTH_Standardized_v2.1
MORTH23-11476,2023-07-21,17:15,Uttar Pradesh,Lucknow,26.83931,80.94611,Clear,Two-Wheeler,Medium,0,0,Friday,July,MoRTH_Standardized_v2.1
MORTH23-11477,2023-10-07,04:28,Madhya Pradesh,Bhopal,23.24601,77.43032,Clear,Two-Wheeler,High,0,1,Saturday,October,MoRTH_Standardized_v2.1
MORTH23-11478,2023-09-10,17:02,Karnataka,Hubli,15.3836,75.12577,Clear,Truck/Lorry,Medium,0,0,Sunday,September,MoRTH_Standardized_v2.1
MORTH23-11479,2023-05-16,22:03,Tamil Nadu,Madurai,9.91752,78.11622,Clear,Truck/Lorry,Medium,0,2,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-11480,2023-03-03,14:16,Maharashtra,Mumbai,19.08173,72.88276,Clear,Bus,Low,0,0,Friday,March,MoRTH_Standardized_v2.1
MORTH23-11481,2023-04-26,19:43,Delhi/NCR,Guwahati,26.13164,91.82128,Clear,Two-Wheeler,Medium,0,1,Wednesday,April,MoRTH_Standardized_v2.1
MORTH23-11482,2023-02-16,17:41,Madhya Pradesh,Indore,22.7016,75.86173,Clear,Auto-Rickshaw,Low,0,1,Thursday,February,MoRTH_Standardized_v2.1
MORTH23-11483,2023-05-02,18:43,Maharashtra,Nagpur,21.14509,79.10306,Rainy,Auto-Rickshaw,High,0,3,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-11484,2023-03-31,22:42,Delhi/NCR,Guwahati,26.14061,91.7163,Clear,Two-Wheeler,Critical,3,5,Friday,March,MoRTH_Standardized_v2.1
MORTH23-11485,2023-02-25,19:57,Karnataka,Hubli,15.39392,75.13917,Clear,Two-Wheeler,High,0,1,Saturday,February,MoRTH_Standardized_v2.1
MORTH23-11486,2023-05-22,13:35,Maharashtra,Pune,18.53809,73.84573,Clear,Car/Jeep/Van,Low,0,2,Monday,May,MoRTH_Standardized_v2.1
MORTH23-11487,2023-02-07,00:53,Uttar Pradesh,Lucknow,26.86712,80.93359,Clear,Car/Jeep/Van,Medium,0,1,Tuesday,February,MoRTH_Standardized_v2.1
MORTH23-11488,2023-03-19,08:34,Delhi/NCR,Kolkata,22.56415,88.40968,Clear,Auto-Rickshaw,Medium,0,2,Sunday,March,MoRTH_Standardized_v2.1
MORTH23-11489,2023-03-22,06:48,Delhi/NCR,Delhi,28.64635,77.21266,Clear,Others,Low,0,1,Wednesday,March,MoRTH_Standardized_v2.1
MORTH23-11490,2023-06-16,23:15,Tamil Nadu,Madurai,9.92822,78.12998,Clear,Truck/Lorry,High,1,4,Friday,June,MoRTH_Standardized_v2.1
MORTH23-11491,2023-01-16,11:13,Andhra Pradesh,Vijayawada,16.49385,80.66153,Clear,Bus,Medium,0,1,Monday,January,MoRTH_Standardized_v2.1
MORTH23-11492,2023-05-17,08:40,Karnataka,Bangalore,12.99926,77.59126,Clear,Truck/Lorry,Medium,0,0,Wednesday,May,MoRTH_Standardized_v2.1
MORTH23-11493,2023-08-26,19:51,Madhya Pradesh,Indore,22.69908,75.84961,Clear,Two-Wheeler,Medium,0,0,Saturday,August,MoRTH_Standardized_v2.1
MORTH23-11494,2023-12-29,14:51,Delhi/NCR,Guwahati,26.18474,91.77916,Clear,Others,Low,0,1,Friday,December,MoRTH_Standardized_v2.1
MORTH23-11495,2023-07-08,06:06,Madhya Pradesh,Bhopal,23.30664,77.44385,Clear,Two-Wheeler,Medium,0,2,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-11496,2023-12-22,17:01,Uttar Pradesh,Agra,27.18472,77.99671,Rainy,Two-Wheeler,Critical,1,5,Friday,December,MoRTH_Standardized_v2.1
MORTH23-11497,2023-12-23,04:13,Kerala,Kozhikode,11.28099,75.80325,Clear,Truck/Lorry,Medium,0,1,Saturday,December,MoRTH_Standardized_v2.1
MORTH23-11498,2023-09-02,14:27,Karnataka,Bangalore,12.98816,77.5862,Clear,Two-Wheeler,Medium,0,2,Saturday,September,MoRTH_Standardized_v2.1
MORTH23-11499,2023-08-16,20:47,Delhi/NCR,Delhi,28.61291,77.24281,Clear,Bus,Low,0,2,Wednesday,August,MoRTH_Standardized_v2.1
MORTH23-11500,2023-10-26,20:54,Maharashtra,Nagpur,21.15867,79.05938,Clear,Truck/Lorry,Medium,0,0,Thursday,October,MoRTH_Standardized_v2.1
MORTH23-11501,2023-07-24,09:31,Rajasthan,Jodhpur,26.21484,73.07386,Clear,Auto-Rickshaw,Low,0,1,Monday,July,MoRTH_Standardized_v2.1
MORTH23-11502,2023-01-30,19:50,Delhi/NCR,Guwahati,26.15027,91.7584,Rainy,Truck/Lorry,High,0,1,Monday,January,MoRTH_Standardized_v2.1
MORTH23-11503,2023-04-30,15:18,Delhi/NCR,Kolkata,22.54861,88.40623,Cloudy,Two-Wheeler,Medium,0,0,Sunday,April,MoRTH_Standardized_v2.1
MORTH23-11504,2023-07-12,23:41,Karnataka,Bangalore,12.97647,77.58889,Clear,Car/Jeep/Van,Medium,0,2,Wednesday,July,MoRTH_Standardized_v2.1
MORTH23-11505,2023-11-07,12:00,Tamil Nadu,Coimbatore,11.01651,76.96237,Clear,Others,Low,0,0,Tuesday,November,MoRTH_Standardized_v2.1
MORTH23-11506,2023-01-31,18:55,Karnataka,Mysore,12.29027,76.63516,Clear,Auto-Rickshaw,Medium,0,1,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-11507,2023-06-14,11:34,Karnataka,Mysore,12.27194,76.68043,Clear,Two-Wheeler,Medium,0,0,Wednesday,June,MoRTH_Standardized_v2.1
MORTH23-11508,2023-07-07,12:31,Andhra Pradesh,Visakhapatnam,17.68991,83.23322,Clear,Two-Wheeler,High,1,4,Friday,July,MoRTH_Standardized_v2.1
MORTH23-11509,2023-06-12,13:05,Andhra Pradesh,Visakhapatnam,17.72323,83.20138,Clear,Car/Jeep/Van,Medium,0,0,Monday,June,MoRTH_Standardized_v2.1
MORTH23-11510,2023-09-19,21:26,Uttar Pradesh,Kanpur,26.43651,80.37776,Clear,Car/Jeep/Van,Low,0,1,Tuesday,September,MoRTH_Standardized_v2.1
MORTH23-11511,2023-07-15,22:58,Andhra Pradesh,Visakhapatnam,17.68383,83.16714,Clear,Two-Wheeler,High,1,4,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-11512,2023-02-11,22:53,Madhya Pradesh,Indore,22.70668,75.88294,Clear,Two-Wheeler,Critical,2,3,Saturday,February,MoRTH_Standardized_v2.1
MORTH23-11513,2023-07-22,14:31,Delhi/NCR,Guwahati,26.14586,91.72142,Rainy,Truck/Lorry,High,0,4,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-11514,2023-10-27,10:09,Maharashtra,Mumbai,19.07083,72.89624,Clear,Truck/Lorry,Medium,0,2,Friday,October,MoRTH_Standardized_v2.1
MORTH23-11515,2023-02-08,14:29,Delhi/NCR,Guwahati,26.13129,91.71904,Clear,Two-Wheeler,Medium,0,0,Wednesday,February,MoRTH_Standardized_v2.1
MORTH23-11516,2023-02-27,21:21,Madhya Pradesh,Indore,22.72784,75.83816,Clear,Others,Low,0,1,Monday,February,MoRTH_Standardized_v2.1
MORTH23-11517,2023-01-23,07:50,Uttar Pradesh,Lucknow,26.86168,80.9389,Clear,Two-Wheeler,High,1,2,Monday,January,MoRTH_Standardized_v2.1
MORTH23-11518,2023-08-06,03:05,Uttar Pradesh,Agra,27.18662,77.95365,Clear,Two-Wheeler,High,0,2,Sunday,August,MoRTH_Standardized_v2.1
MORTH23-11519,2023-08-01,18:39,Tamil Nadu,Coimbatore,11.02004,76.88574,Clear,Two-Wheeler,High,0,4,Tuesday,August,MoRTH_Standardized_v2.1
MORTH23-11520,2023-03-23,13:32,Maharashtra,Nagpur,21.13395,79.11247,Clear,Two-Wheeler,High,0,1,Thursday,March,MoRTH_Standardized_v2.1
MORTH23-11521,2023-05-04,01:51,Delhi/NCR,Delhi,28.57453,77.23741,Clear,Truck/Lorry,High,1,2,Thursday,May,MoRTH_Standardized_v2.1
MORTH23-11522,2023-10-26,18:23,Andhra Pradesh,Visakhapatnam,17.69405,83.24672,Clear,Two-Wheeler,High,0,1,Thursday,October,MoRTH_Standardized_v2.1
MORTH23-11523,2023-12-14,18:37,Telangana,Warangal,17.99245,79.60239,Clear,Bus,Low,0,2,Thursday,December,MoRTH_Standardized_v2.1
MORTH23-11524,2023-05-17,23:16,Delhi/NCR,Guwahati,26.10657,91.70855,Cloudy,Car/Jeep/Van,Medium,0,0,Wednesday,May,MoRTH_Standardized_v2.1
MORTH23-11525,2023-02-24,09:52,Tamil Nadu,Madurai,9.91811,78.12565,Clear,Two-Wheeler,Medium,0,2,Friday,February,MoRTH_Standardized_v2.1
MORTH23-11526,2023-10-23,17:01,Kerala,Kozhikode,11.22267,75.80838,Clear,Others,Medium,0,0,Monday,October,MoRTH_Standardized_v2.1
MORTH23-11527,2023-12-06,11:16,Tamil Nadu,Coimbatore,11.01299,76.96806,Clear,Two-Wheeler,High,0,2,Wednesday,December,MoRTH_Standardized_v2.1
MORTH23-11528,2023-10-25,16:33,Telangana,Warangal,17.95458,79.62206,Clear,Truck/Lorry,Medium,0,0,Wednesday,October,MoRTH_Standardized_v2.1
MORTH23-11529,2023-07-03,13:27,Kerala,Thiruvananthapuram,8.55277,76.94829,Clear,Others,Low,0,0,Monday,July,MoRTH_Standardized_v2.1
MORTH23-11530,2023-12-11,01:20,Delhi/NCR,Guwahati,26.12634,91.77821,Clear,Car/Jeep/Van,Medium,0,0,Monday,December,MoRTH_Standardized_v2.1
MORTH23-11531,2023-04-07,16:46,Gujarat,Surat,21.15549,72.91943,Clear,Car/Jeep/Van,Low,0,0,Friday,April,MoRTH_Standardized_v2.1
MORTH23-11532,2023-06-15,19:23,Telangana,Hyderabad,17.39235,78.49338,Cloudy,Two-Wheeler,High,0,2,Thursday,June,MoRTH_Standardized_v2.1
MORTH23-11533,2023-03-13,12:41,Karnataka,Hubli,15.37907,75.09268,Clear,Two-Wheeler,Medium,0,0,Monday,March,MoRTH_Standardized_v2.1
MORTH23-11534,2023-06-07,13:40,Madhya Pradesh,Indore,22.70354,75.86082,Rainy,Truck/Lorry,High,0,4,Wednesday,June,MoRTH_Standardized_v2.1
MORTH23-11535,2023-02-13,17:05,Delhi/NCR,Guwahati,26.11138,91.75852,Clear,Car/Jeep/Van,Low,0,2,Monday,February,MoRTH_Standardized_v2.1
MORTH23-11536,2023-03-12,17:25,Andhra Pradesh,Vijayawada,16.47116,80.689,Clear,Truck/Lorry,Low,0,2,Sunday,March,MoRTH_Standardized_v2.1
MORTH23-11537,2023-05-10,18:46,Madhya Pradesh,Bhopal,23.27755,77.46189,Clear,Two-Wheeler,High,0,1,Wednesday,May,MoRTH_Standardized_v2.1
MORTH23-11538,2023-10-27,21:00,Maharashtra,Nagpur,21.12913,79.07207,Clear,Two-Wheeler,High,0,4,Friday,October,MoRTH_Standardized_v2.1
MORTH23-11539,2023-03-21,12:17,Tamil Nadu,Madurai,9.90496,78.12196,Cloudy,Two-Wheeler,Medium,0,1,Tuesday,March,MoRTH_Standardized_v2.1
MORTH23-11540,2023-11-06,17:14,Uttar Pradesh,Kanpur,26.40982,80.33945,Clear,Auto-Rickshaw,Medium,0,2,Monday,November,MoRTH_Standardized_v2.1
MORTH23-11541,2023-07-10,11:08,Karnataka,Hubli,15.34693,75.13502,Clear,Truck/Lorry,High,0,3,Monday,July,MoRTH_Standardized_v2.1
MORTH23-11542,2023-09-21,15:05,Delhi/NCR,Kolkata,22.58577,88.37952,Clear,Auto-Rickshaw,Low,0,2,Thursday,September,MoRTH_Standardized_v2.1
MORTH23-11543,2023-05-21,21:03,Andhra Pradesh,Vijayawada,16.45961,80.65602,Clear,Two-Wheeler,Medium,0,2,Sunday,May,MoRTH_Standardized_v2.1
MORTH23-11544,2023-11-16,08:24,Tamil Nadu,Madurai,9.97214,78.08096,Clear,Others,Low,0,1,Thursday,November,MoRTH_Standardized_v2.1
MORTH23-11545,2023-03-26,11:46,Uttar Pradesh,Lucknow,26.77881,80.85776,Foggy,Two-Wheeler,High,0,4,Sunday,March,MoRTH_Standardized_v2.1
MORTH23-11546,2023-11-26,12:32,Telangana,Hyderabad,17.38422,78.49818,Clear,Car/Jeep/Van,Low,0,2,Sunday,November,MoRTH_Standardized_v2.1
MORTH23-11547,2023-09-05,06:53,Delhi/NCR,Delhi,28.61266,77.23523,Cloudy,Others,Low,0,1,Tuesday,September,MoRTH_Standardized_v2.1
MORTH23-11548,2023-03-20,17:51,Uttar Pradesh,Agra,27.16476,78.05344,Clear,Two-Wheeler,Medium,0,0,Monday,March,MoRTH_Standardized_v2.1
MORTH23-11549,2023-05-03,09:56,Maharashtra,Pune,18.58017,73.93255,Clear,Two-Wheeler,Medium,0,1,Wednesday,May,MoRTH_Standardized_v2.1
MORTH23-11550,2023-07-31,01:23,Rajasthan,Jaipur,26.90545,75.79122,Clear,Two-Wheeler,High,0,3,Monday,July,MoRTH_Standardized_v2.1
MORTH23-11551,2023-11-21,09:20,Telangana,Hyderabad,17.35283,78.51114,Clear,Two-Wheeler,Medium,0,0,Tuesday,November,MoRTH_Standardized_v2.1
MORTH23-11552,2023-12-07,09:23,Karnataka,Mysore,12.23673,76.61491,Clear,Car/Jeep/Van,Low,0,1,Thursday,December,MoRTH_Standardized_v2.1
MORTH23-11553,2023-03-02,09:12,Rajasthan,Jodhpur,26.25716,73.05125,Clear,Truck/Lorry,Low,0,1,Thursday,March,MoRTH_Standardized_v2.1
MORTH23-11554,2023-10-22,13:52,Delhi/NCR,Guwahati,26.1203,91.79545,Clear,Two-Wheeler,High,0,1,Sunday,October,MoRTH_Standardized_v2.1
MORTH23-11555,2023-02-11,10:09,Karnataka,Hubli,15.32093,75.08855,Clear,Two-Wheeler,High,0,4,Saturday,February,MoRTH_Standardized_v2.1
MORTH23-11556,2023-10-21,16:33,Madhya Pradesh,Gwalior,26.18187,78.1908,Clear,Two-Wheeler,Medium,0,1,Saturday,October,MoRTH_Standardized_v2.1
MORTH23-11557,2023-01-06,01:26,Tamil Nadu,Chennai,13.09915,80.24784,Clear,Two-Wheeler,High,0,3,Friday,January,MoRTH_Standardized_v2.1
MORTH23-11558,2023-04-20,05:25,Delhi/NCR,Kolkata,22.59605,88.33825,Foggy,Auto-Rickshaw,Medium,0,0,Thursday,April,MoRTH_Standardized_v2.1
MORTH23-11559,2023-05-20,19:31,Rajasthan,Jaipur,26.8963,75.78158,Rainy,Truck/Lorry,Critical,3,4,Saturday,May,MoRTH_Standardized_v2.1
MORTH23-11560,2023-06-10,15:36,Karnataka,Hubli,15.40748,75.18077,Clear,Car/Jeep/Van,Low,0,0,Saturday,June,MoRTH_Standardized_v2.1
MORTH23-11561,2023-03-24,08:48,Uttar Pradesh,Kanpur,26.39642,80.33987,Clear,Two-Wheeler,High,1,2,Friday,March,MoRTH_Standardized_v2.1
MORTH23-11562,2023-10-15,15:56,Tamil Nadu,Coimbatore,11.05816,76.94474,Clear,Car/Jeep/Van,Medium,0,0,Sunday,October,MoRTH_Standardized_v2.1
MORTH23-11563,2023-11-19,11:23,Andhra Pradesh,Visakhapatnam,17.69194,83.22601,Clear,Two-Wheeler,High,1,4,Sunday,November,MoRTH_Standardized_v2.1
MORTH23-11564,2023-12-01,18:02,Uttar Pradesh,Agra,27.14145,77.99874,Clear,Two-Wheeler,Medium,0,0,Friday,December,MoRTH_Standardized_v2.1
MORTH23-11565,2023-02-11,06:54,Kerala,Kozhikode,11.26157,75.71568,Rainy,Two-Wheeler,Critical,1,3,Saturday,February,MoRTH_Standardized_v2.1
MORTH23-11566,2023-01-26,18:47,Tamil Nadu,Madurai,9.95171,78.12534,Clear,Two-Wheeler,High,0,4,Thursday,January,MoRTH_Standardized_v2.1
MORTH23-11567,2023-08-30,07:47,Uttar Pradesh,Lucknow,26.7807,80.92495,Clear,Two-Wheeler,Medium,0,1,Wednesday,August,MoRTH_Standardized_v2.1
MORTH23-11568,2023-05-25,20:15,Delhi/NCR,Delhi,28.63103,77.22467,Clear,Two-Wheeler,Medium,0,2,Thursday,May,MoRTH_Standardized_v2.1
MORTH23-11569,2023-09-22,19:38,Tamil Nadu,Madurai,9.93474,78.1509,Clear,Auto-Rickshaw,Low,0,2,Friday,September,MoRTH_Standardized_v2.1
MORTH23-11570,2023-09-11,06:08,Kerala,Thiruvananthapuram,8.50323,76.9329,Clear,Car/Jeep/Van,Low,0,2,Monday,September,MoRTH_Standardized_v2.1
MORTH23-11571,2023-01-06,20:06,Karnataka,Hubli,15.3239,75.06395,Clear,Two-Wheeler,High,0,2,Friday,January,MoRTH_Standardized_v2.1
MORTH23-11572,2023-12-23,18:41,Tamil Nadu,Madurai,9.94874,78.06618,Clear,Auto-Rickshaw,Medium,0,1,Saturday,December,MoRTH_Standardized_v2.1
MORTH23-11573,2023-01-19,06:12,Tamil Nadu,Madurai,10.00756,78.17865,Clear,Truck/Lorry,Medium,0,1,Thursday,January,MoRTH_Standardized_v2.1
MORTH23-11574,2023-06-05,05:02,Kerala,Kozhikode,11.23575,75.77191,Clear,Two-Wheeler,High,0,3,Monday,June,MoRTH_Standardized_v2.1
MORTH23-11575,2023-10-26,16:23,Delhi/NCR,Delhi,28.61206,77.22271,Clear,Car/Jeep/Van,Medium,0,1,Thursday,October,MoRTH_Standardized_v2.1
MORTH23-11576,2023-03-11,17:23,Madhya Pradesh,Gwalior,26.26433,78.13679,Cloudy,Bus,Low,0,0,Saturday,March,MoRTH_Standardized_v2.1
MORTH23-11577,2023-11-29,15:31,Gujarat,Surat,21.14894,72.85212,Clear,Others,Low,0,0,Wednesday,November,MoRTH_Standardized_v2.1
MORTH23-11578,2023-11-02,20:30,Uttar Pradesh,Agra,27.19553,78.05845,Cloudy,Others,Low,0,2,Thursday,November,MoRTH_Standardized_v2.1
MORTH23-11579,2023-06-24,14:17,Maharashtra,Mumbai,19.04738,72.89328,Clear,Two-Wheeler,Medium,0,0,Saturday,June,MoRTH_Standardized_v2.1
MORTH23-11580,2023-06-13,15:53,Delhi/NCR,Delhi,28.54334,77.14396,Rainy,Two-Wheeler,High,0,4,Tuesday,June,MoRTH_Standardized_v2.1
MORTH23-11581,2023-04-20,11:55,Delhi/NCR,Delhi,28.59803,77.15633,Cloudy,Auto-Rickshaw,Low,0,2,Thursday,April,MoRTH_Standardized_v2.1
MORTH23-11582,2023-08-06,11:47,Rajasthan,Jodhpur,26.24274,73.07985,Clear,Auto-Rickshaw,Low,0,2,Sunday,August,MoRTH_Standardized_v2.1
MORTH23-11583,2023-10-18,15:40,Uttar Pradesh,Agra,27.23432,77.9909,Rainy,Two-Wheeler,Critical,1,5,Wednesday,October,MoRTH_Standardized_v2.1
MORTH23-11584,2023-11-04,15:48,Telangana,Warangal,17.91939,79.57541,Clear,Car/Jeep/Van,Low,0,0,Saturday,November,MoRTH_Standardized_v2.1
MORTH23-11585,2023-10-21,16:59,Uttar Pradesh,Agra,27.22313,78.00747,Clear,Auto-Rickshaw,Low,0,0,Saturday,October,MoRTH_Standardized_v2.1
MORTH23-11586,2023-04-16,23:33,Telangana,Warangal,17.98954,79.56101,Clear,Bus,High,0,4,Sunday,April,MoRTH_Standardized_v2.1
MORTH23-11587,2023-01-07,14:03,Delhi/NCR,Delhi,28.65225,77.21843,Clear,Truck/Lorry,Medium,0,2,Saturday,January,MoRTH_Standardized_v2.1
MORTH23-11588,2023-09-04,06:29,Maharashtra,Pune,18.50345,73.85396,Clear,Bus,Low,0,1,Monday,September,MoRTH_Standardized_v2.1
MORTH23-11589,2023-12-18,00:43,Gujarat,Ahmedabad,23.05857,72.60528,Clear,Two-Wheeler,High,0,3,Monday,December,MoRTH_Standardized_v2.1
MORTH23-11590,2023-11-15,16:09,Uttar Pradesh,Kanpur,26.43299,80.37249,Clear,Bus,Low,0,1,Wednesday,November,MoRTH_Standardized_v2.1
MORTH23-11591,2023-03-02,21:20,Delhi/NCR,Guwahati,26.15934,91.75279,Clear,Two-Wheeler,High,0,2,Thursday,March,MoRTH_Standardized_v2.1
MORTH23-11592,2023-08-07,12:16,Rajasthan,Jodhpur,26.25478,73.01104,Foggy,Truck/Lorry,High,1,3,Monday,August,MoRTH_Standardized_v2.1
MORTH23-11593,2023-06-20,11:39,Delhi/NCR,Kolkata,22.53526,88.38535,Clear,Truck/Lorry,Medium,0,1,Tuesday,June,MoRTH_Standardized_v2.1
MORTH23-11594,2023-04-11,11:17,Delhi/NCR,Kolkata,22.61475,88.33508,Clear,Bus,Low,0,0,Tuesday,April,MoRTH_Standardized_v2.1
MORTH23-11595,2023-07-27,11:07,Kerala,Kochi,9.91029,76.25987,Clear,Two-Wheeler,Medium,0,2,Thursday,July,MoRTH_Standardized_v2.1
MORTH23-11596,2023-10-05,09:20,Maharashtra,Pune,18.54433,73.90215,Foggy,Two-Wheeler,Critical,2,2,Thursday,October,MoRTH_Standardized_v2.1
MORTH23-11597,2023-02-04,22:19,Madhya Pradesh,Bhopal,23.22911,77.37787,Clear,Others,Medium,0,1,Saturday,February,MoRTH_Standardized_v2.1
MORTH23-11598,2023-04-11,15:04,Delhi/NCR,Kolkata,22.57871,88.28501,Foggy,Car/Jeep/Van,Medium,0,2,Tuesday,April,MoRTH_Standardized_v2.1
